dsm_dem,ndvi_re,slope,l,K,resource,twi,ic,rain,CID
0.0000654,0.557083,0.253731,0.0856896,0.845978,0.0117404,0.197186,0.247841,0.750175,0
0.0248922,0.78462,0.732657,0.1168793,0.967189,0.0117404,0.203344,0.408244,0.91778,1
0.0085313,0.760981,0.226179,0.0902895,0.40533,0.0117436,0.200937,0.289424,0.308576,0
0.0133609,0.759062,0.462638,0.1011253,0.1115633,0.0120048,0.286225,0.363514,0.765381,1
0.0463285,0.587389,0.513348,0.0797213,0.230083,0.0123329,0.460257,0.405632,0.936922,1
0.0360831,0.729199,0.461235,0.0891908,0.314961,0.0124794,0.289653,0.26463,0.491094,0
0.0202126,0.402189,0.593065,0.0890269,0.119426,0.0124921,0.359309,0.263415,0.476958,0
0.0094911,0.667636,0.422206,0.0877809,0.687692,0.012594,0.226604,0.35076,1.005837,1
0.0271855,0.419951,0.483819,0.0868725,0.38425,0.0126068,0.173098,0.243371,0.800389,0
0.0130586,0.610047,0.551014,0.0875286,0.845978,0.01261,0.20794,0.255135,0.508117,0
0.113224,0.632141,0.556318,0.1349814,0.199831,0.0127851,0.166893,0.237114,0.875947,0
0.0476093,0.521833,0.187074,0.123032,0.334961,0.0129189,0.334965,0.409226,0.532513,1
0.0034563,0.62215,0.384535,0.0860976,0.0915633,0.0130463,0.215131,0.257933,0.847145,0
0.0014834,0.78001,0.526625,0.1174767,0.1115633,0.0130463,0.235862,0.387019,0.788219,1
0.001071,0.610331,0.606898,0.1115127,0.334961,0.0133585,0.22314,0.361038,0.497663,1
0.0012476,0.353144,0.433649,0.1475285,0.40425,0.0134349,0.189821,0.372772,0.765841,1
0.0021861,0.802013,0.694301,0.0916237,0.1115633,0.0134986,0.229531,0.300448,0.788143,1
0.0001787,0.343305,0.30257,0.0991378,0.865978,0.0135814,0.211795,0.235056,0.705377,1
0.012781,0.362228,0.480841,0.0911529,0.119426,0.0136069,0.223912,0.275205,0.549855,0
0.0048432,0.729048,0.506573,0.0848408,0.219831,0.0136388,0.208124,0.313067,0.884286,1
0.1345124,0.872097,0.53417,0.1392406,0.0915633,0.0136929,0.303335,0.269937,0.817735,0
0.0072173,0.636012,0.132286,0.0870591,0.667692,0.0143522,0.250253,0.253628,0.980389,0
0.0066447,0.480391,0.89682,0.0868877,0.119426,0.0143522,0.171796,0.219502,0.565039,0
0,0.386264,0.778122,0.0908837,0.947189,0.0146134,0.197312,0.273119,0.83047,0
0.0037949,0.703665,0.464934,0.0878617,0.687692,0.0148173,0.385976,0.346915,0.98546,1
0.0358582,0.491401,0.670856,0.0841937,0.38425,0.0148364,0.202665,0.23447,0.849818,0
0.0072334,0.780535,0.539802,0.0621434,0.40425,0.0148682,0.147346,0.253961,0.879197,1
0.0290133,0.52378,0.444789,0.222147,0.40425,0.0149829,0.344261,0.412419,0.821317,1
0.0027399,0.540671,0.257137,0.1189982,0.967189,0.0150466,0.208766,0.383745,0.924961,1
0.0012959,0.660189,0.671998,0.0721608,0.1115633,0.0153237,0.195927,0.283654,0.748535,1
0.014642,0.583679,0.293895,0.0963334,0.615049,0.0153938,0.462765,0.342044,0.365699,0
0.006493,0.631726,0.318005,0.0873421,0.631592,0.0156008,0.189511,0.250869,0.878775,0
0.0315434,0.481745,0.483125,0.0852377,0.947189,0.0157792,0.185183,0.2443,0.879891,0
0.0133321,0.687482,0.519929,0.0902639,0.845978,0.0157824,0.214334,0.288839,0.435811,0
0.0417413,0.633805,0.683127,0.0889479,0.845978,0.0158301,0.271596,0.277638,0.646819,0
0.0149217,0.539669,0.31227,0.0885083,0.631592,0.0158747,0.169601,0.254703,0.957586,0
0.0052632,0.415452,0.294471,0.0820878,0.139426,0.0158747,0.171633,0.338387,0.655188,1
0.0005795,0.595387,0.214176,0.1106749,0.219831,0.0159193,0.443901,0.424212,0.946705,1
0.0091241,0.563551,0.629058,0.0781313,0.687692,0.0161741,0.212411,0.341742,0.98274,1
0.0048628,0.394103,0.255616,0.0897837,0.119426,0.0161805,0.438345,0.264598,0.590882,0
0.0136309,0.613124,0.114116,0.0985694,0.687692,0.0162155,0.315126,0.379768,1.000446,1
0.0346232,0.54325,0.50436,0.0949995,0.314961,0.0165691,0.244856,0.291341,0.592907,0
0.000344,0.629126,0.622229,0.0618989,1.019924,0.0165946,0.251076,0.295081,0.34738,0
0.0383582,0.618316,0.515425,0.165559,0.334961,0.0167029,0.202732,0.384884,0.508747,1
0.0265906,0.39597,0.174816,0.0870368,0.139426,0.0167156,0.209096,0.351881,0.656237,1
0.0301113,0.332906,0.771176,0.1107752,0.967189,0.0167284,0.233058,0.363211,0.801849,1
0.0005377,0.353397,0.49255,0.0968704,0.119426,0.016894,0.216875,0.214858,0.646102,0
0.0157616,0.718524,0.206452,0.1426463,0.1115633,0.0170564,0.183312,0.439111,0.812039,1
0.0388038,0.778395,0.522993,0.1105816,0.219831,0.0171998,0.214049,0.34092,0.894088,1
0.0077584,0.468706,0.468623,0.0895819,0.615049,0.0173176,0.201676,0.290254,0.37617,0
0.0259513,0.373955,0.731662,0.0891244,0.119426,0.017359,0.12743,0.249024,0.484577,0
0.0115482,0.594789,0.306701,0.0995223,0.230083,0.0176202,0.299381,0.34542,0.90674,1
0.0801061,0.484753,0.183125,0.1659545,0.585014,0.0177954,0.310466,0.420131,0.464835,0
0.004108,0.815893,0.458028,0.0873565,0.314961,0.0178463,0.258608,0.283776,0.461494,0
0.0258034,0.610331,0.511005,0.169184,0.334961,0.0187541,0.218286,0.399622,0.504598,1
0.0314363,0.742862,0.557957,0.0842183,0.845978,0.0187796,0.235897,0.2379,0.660463,0
0.020037,0.472564,0.509458,0.0796915,0.219831,0.0194421,0.467397,0.304552,0.915009,1
0.0122649,0.401239,0.334144,0.1267928,0.139426,0.0195695,0.256013,0.381104,0.700066,1
0.0088195,0.419392,0.718783,0.1099118,0.334961,0.0196969,0.228814,0.352833,0.587771,1
0.0004682,0.432113,0.120641,0.1076202,0.651592,0.019716,0.232509,0.443744,0.836375,1
0.0346369,0.499742,0.483716,0.0875382,0.845978,0.0198275,0.15256,0.273439,0.520058,0
0.0013246,0.510723,0.0325229,0.394812,0.865978,0.0198307,0.373815,0.450284,0.725607,1
0.0049391,0.615718,0.379434,0.088876,0.845978,0.0198402,0.230783,0.224453,0.730112,0
0.0069945,0.773369,0.475811,0.0816903,0.651592,0.0199517,0.185863,0.293814,0.990631,1
0.0114431,0.508936,0.665731,0.0869162,0.631592,0.0200154,0.17605,0.250245,0.950896,0
0.0139328,0.553988,0.60438,0.0906472,0.615049,0.0200568,0.246591,0.306471,0.330295,0
0.0125989,0.59587,0.322632,0.0515765,0.219831,0.020353,0.168454,0.218064,0.896199,1
0.0039906,0.590521,0.67603,0.1492376,0.865978,0.0204841,0.382064,0.408008,0.618448,1
0.0008218,0.566213,0.538307,0.0795487,0.605014,0.0208754,0.255172,0.379812,0.450725,1
0.000231,0.34293,0.152336,0.381671,0.314437,0.0209778,0.304993,0.434243,0.194074,1
0.0005203,0.421788,0.333284,0.0993905,0.651592,0.0210447,0.167298,0.34111,0.886594,1
0.053565,0.467646,0.615722,0.0908259,0.314961,0.0212321,0.187789,0.261884,0.382899,0
0.0105141,0.748742,0.40877,0.0654027,0.651592,0.0213277,0.366834,0.280016,0.95681,1
0.0016241,0.360662,0.420919,0.0593499,0.139426,0.0213787,0.191036,0.220041,0.576641,1
0.0903365,0.643797,0.192966,0.137202,0.199831,0.0213946,0.165451,0.26979,0.902655,0
0,0.623698,0.482878,0.206696,0.334961,0.0216913,0.152638,0.43002,0.675044,1
0.0030925,0.489167,0.689906,0.0754371,0.230083,0.022073,0.13232,0.315063,0.972908,1
0.0047484,0.737625,0.546703,0.0881628,0.615049,0.0221208,0.211836,0.262225,0.466986,0
0.0003063,0.466995,0.181817,0.381641,0.865978,0.0222519,0.187321,0.400698,0.65048,1
0.0336621,0.380788,0.726252,0.152959,0.139426,0.0222641,0.160661,0.376698,0.37445,1
0.0131439,0.447132,0.512924,0.0971588,0.354176,0.0223215,0.170396,0.278733,0.236778,0
0,0.622027,0.233864,0.0635967,0.314437,0.0223506,0.220403,0.242977,0.198017,1
0.0010902,0.718524,0.39997,0.1455772,0.1115633,0.0225731,0.193062,0.442254,0.812532,1
0.0036668,0.619917,0.539256,0.1242435,0.967189,0.0226973,0.195108,0.380888,0.929525,1
0.0339448,0.652846,0.694885,0.0812895,0.687692,0.0227355,0.202846,0.26491,0.979466,1
0.0003536,0.428268,0.364905,0.1253154,0.967189,0.0229585,0.19656,0.267045,0.861683,1
0.0005843,0.63854,0.428179,0.0866218,0.845978,0.023156,0.205485,0.276572,0.552114,0
0.0022265,0.471277,0.303913,0.0855825,0.38425,0.0235828,0.252737,0.240576,0.845348,0
0.0049962,0.309976,0.531338,0.0903876,0.119426,0.0236656,0.148136,0.247905,0.537779,0
0.014947,0.571245,0.556002,0.0894933,0.314961,0.0238822,0.203513,0.264785,0.588151,0
0.000663,0.431676,0.0109359,0.1457037,0.865978,0.0240064,0.271463,0.450561,0.731342,1
0.0312826,0.578621,0.632354,0.0853008,0.947189,0.0240542,0.214451,0.233141,0.867514,0
0.001137,0.421788,0.377409,0.0982466,0.651592,0.0241916,0.183275,0.339739,0.887696,1
0.0002913,0.528935,0.254095,0.1131738,0.334961,0.0242899,0.176591,0.394164,0.614528,1
0.0026229,0.563773,0.352126,0.0888742,0.40425,0.0243154,0.222993,0.321656,0.847362,1
0.001709,0.547986,0.281509,0.223525,0.865978,0.0245256,0.214263,0.241434,0.809644,1
0.0003057,0.506563,0.245515,0.0573574,0.334961,0.0245829,0.225432,0.278666,0.671454,1
0,0.355388,0.261978,0.0837692,0.651592,0.0246089,0.37012,0.22708,0.836993,1
0.0067282,0.390816,0.814321,0.1317661,0.334961,0.0246785,0.136254,0.379362,0.474251,1
0.0069161,0.605972,0.505899,0.0955395,0.334961,0.0247331,0.171049,0.225133,0.631026,1
0.0115437,0.642035,0.473869,0.0870751,0.651592,0.0253887,0.211162,0.433431,0.917737,1
0.0027735,0.364599,0.233695,0.212892,0.865978,0.0254652,0.199879,0.44203,0.720405,1
0.0007267,0.653301,0.357476,0.1457422,0.40425,0.0254811,0.262458,0.254693,0.870939,1
0.0002625,0.651526,0.163549,0.1136284,0.651592,0.0258315,0.190618,0.404292,0.991234,1
0.0010015,0.612325,0.0983698,0.358917,0.865978,0.0258575,0.263796,0.432623,0.638333,1
0.0001749,0.218662,0.520029,0.0824338,0.967189,0.025978,0.291358,0.336829,0.814273,1
0.0057677,0.65344,0.487371,0.0716007,0.687692,0.0266532,0.205336,0.265013,1.004347,1
0.0126325,0.615474,0.201714,0.0861246,0.845978,0.0266915,0.249185,0.251484,0.702024,0
0.0086367,0.519251,0.382752,0.0842327,0.687692,0.0267589,0.264933,0.367273,0.936982,1
0.0040995,0.742395,0.239165,0.098298,0.219831,0.0267615,0.199126,0.269319,0.947708,1
0.0028197,0.630914,0.15967,0.243847,0.865978,0.0267844,0.211909,0.45093,0.486456,1
0.0027961,0.657742,0.483624,0.0887338,0.314961,0.0268762,0.193665,0.268739,0.48083,0
0.0032397,0.439663,0.493029,0.0790457,0.967189,0.0270546,0.172243,0.327421,0.821932,1
0,0.69719,0.417052,0.0674198,0.967189,0.0272557,0.179387,0.298937,0.940987,1
0.0939381,0.242101,0.824979,0.0929793,0.468383,0.0274495,0.189926,0.252514,0.316467,0
0.0051071,0.8592,0.565049,0.0897267,0.865978,0.0274628,0.218637,0.270151,0.4476,1
0.0087675,0.559105,0.395029,0.084769,0.199831,0.0275323,0.202075,0.245102,0.936541,0
0.0049346,0.755284,0.250277,0.0980884,0.40425,0.0276598,0.272512,0.388191,0.87134,1
0.002716,0.374067,0.271854,0.0798255,0.865978,0.0280483,0.227459,0.227229,0.724018,1
0.0046006,0.629363,0.301504,0.205454,0.865978,0.0281667,0.211917,0.39583,0.6416,1
0.0819109,0.840087,0.253808,0.1415853,0.199831,0.0285707,0.404244,0.261602,0.923362,0
0.0004248,0.468404,0.14066,0.0978744,0.334961,0.0286599,0.242972,0.231,0.687473,1
0.0134266,0.779999,0.46604,0.1033964,0.687692,0.0290102,0.154206,0.361427,1.001376,1
0.0115105,0.715797,0.413958,0.1011023,0.967189,0.0296669,0.179685,0.271588,0.908521,1
0.0278441,0.680539,0.458135,0.0904629,0.615049,0.0297556,0.154945,0.262863,0.387088,0
0.0002009,0.592277,0.276315,0.1144715,0.334961,0.0306156,0.323875,0.397858,0.620581,1
0.0000934,0.163588,0.0760072,0.1145986,0.844665,0.0308513,0.377988,0.459308,0.356788,0
0.0029652,0.58341,0.341885,0.1171291,0.334961,0.0309755,0.18693,0.412873,0.720616,1
0.0145243,0.627995,0.840717,0.0876462,0.314961,0.0313099,0.22452,0.223679,0.660179,0
0.0197314,0.218129,0.578474,0.1110197,0.139426,0.0313099,0.223976,0.300187,0.64964,1
0.0013493,0.529174,0.180627,0.162925,0.865978,0.0318323,0.240642,0.389217,0.821757,1
0.0016878,0.343978,0.133323,0.154536,0.865978,0.032068,0.237995,0.402955,0.725984,1
0.0057715,0.583787,0.344506,0.1182709,0.219831,0.0322241,0.166105,0.372553,0.945828,1
0.0030521,0.392836,0.60281,0.1316505,0.139426,0.0322527,0.141348,0.367839,0.484264,1
0.0279057,0.384326,0.26236,0.0845362,0.38425,0.0326732,0.279183,0.228364,0.813027,0
0,0.428268,0.209625,0.151828,0.967189,0.032877,0.277038,0.391802,0.861683,1
0.000702,0.687425,0.500875,0.0862479,0.947189,0.0328897,0.219226,0.249086,0.939444,0
0.0045253,0.513087,0.822216,0.0845186,0.40425,0.0333521,0.185454,0.277024,0.898831,1
0.0001667,0.528557,0.288532,0.1415765,0.865978,0.0337911,0.213426,0.410927,0.80806,1
0.0009847,0.357354,0.270752,0.275972,0.334961,0.0338267,0.215575,0.430882,0.648868,1
0.0025609,0.643065,0.367595,0.0867837,0.631592,0.0338803,0.196286,0.219298,0.86459,0
0.000841,0.491615,0.583852,0.090774,0.615049,0.0344409,0.17575,0.270998,0.511455,0
0.0521815,0.701431,0.534586,0.0856943,0.38425,0.0346161,0.257189,0.238728,0.848891,0
0,0.505113,0.670688,0.165918,0.844665,0.0346702,0.154972,0.229654,0.37176,1
0.0032325,0.649577,0.369696,0.0887193,0.845978,0.0353328,0.196072,0.275552,0.580923,0
0,0.210976,0.684676,0.162347,0.139426,0.0357627,0.180612,0.409739,0.611196,1
0.0375839,0.302915,0.441477,0.0873533,0.119426,0.0367884,0.234746,0.226228,0.624959,0
0.0006021,0.33856,0.0453637,0.252478,0.334961,0.036903,0.229242,0.42475,0.662168,1
0.0046622,0.583858,0.322872,0.0885262,0.631592,0.0372215,0.356903,0.255262,0.920737,0
0.0017987,0.851387,0.468625,0.112643,0.1115633,0.0380943,0.318923,0.383868,0.785075,1
0.0061525,0.476598,0.752902,0.0922653,0.687692,0.0384611,0.165824,0.279314,1.001231,1
0.0342806,0.75325,0.63328,0.0900552,0.40533,0.0388555,0.199965,0.284859,0.309593,0
0.0012134,0.524814,0.256071,0.229501,0.651592,0.0404932,0.217431,0.440621,0.852705,1
0.0390831,0.50802,0.449461,0.0903,0.314961,0.0412221,0.368224,0.265865,0.51703,0
0.0093928,0.559707,0.379342,0.0894414,0.845978,0.0412253,0.251341,0.281052,0.496135,0
0.0282623,0.719727,0.868766,0.07515,0.651592,0.0417604,0.105212,0.300438,0.954912,1
0.0191536,0.508112,0.51028,0.0860965,0.38425,0.0420757,0.234083,0.250692,0.792181,0
0.0028974,0.392836,0.33648,0.1316505,0.139426,0.0429484,0.399472,0.367839,0.484264,1
0.0015351,0.673334,0.229367,0.086209,0.631592,0.0443594,0.297069,0.246026,0.872643,0
0.0004997,0.44264,0.237591,0.1294498,0.334961,0.044653,0.211361,0.420839,0.653611,1
0.0014913,0.488456,0.727745,0.1057698,0.967189,0.0459743,0.148459,0.342303,0.841381,1
0.0028063,0.586473,0.481897,0.1179659,0.219831,0.0474108,0.20044,0.422623,0.908723,1
0.0251541,0.533328,0.684681,0.0966657,0.40425,0.0474527,0.173996,0.27694,0.894312,1
0.0116614,0.740091,0.405826,0.0911635,0.845978,0.0475764,0.159924,0.274606,0.459966,0
0.034079,0.61719,0.541907,0.0893259,0.230083,0.0478663,0.19486,0.32905,0.937864,1
0.0212781,0.550323,0.299963,0.1005869,0.334961,0.0493633,0.258284,0.323049,0.719906,1
0.0005028,0.476273,0.0163115,0.0627611,0.334961,0.0504908,0.353819,0.274253,0.753505,1
0.0156411,0.434139,0.772216,0.0866217,0.947189,0.0537524,0.122111,0.251708,0.841573,0
0.0004046,0.592943,0.208452,0.1280996,0.865978,0.0560776,0.215573,0.449034,0.811387,1
0.0037565,0.398196,0.405339,0.1313289,0.350882,0.056619,0.159971,0.360097,0.688442,1
0.002423,0.535685,0.272664,0.1403633,0.865978,0.0567114,0.227359,0.271446,0.838766,1
0.0171701,0.521292,0.281727,0.144888,0.865978,0.0571005,0.226257,0.344398,0.651106,1
0.013263,0.521292,0.166615,0.144888,0.865978,0.057247,0.22261,0.344398,0.651106,1
0.0209098,0.792654,0.314105,0.088011,0.1115633,0.0576638,0.581625,0.348417,0.841827,1
0.0743851,0.390957,0.707697,0.0746098,0.687692,0.0584574,0.183412,0.308539,0.964418,1
0.0004874,0.364599,0.249464,0.326142,0.865978,0.0604476,0.209765,0.451109,0.71809,1
0.0369767,0.744072,0.654347,0.186166,0.40425,0.061951,0.193841,0.417332,0.872852,1
0.0521288,0.793265,0.568122,0.0881204,0.845978,0.0621707,0.290316,0.247131,0.426744,0
0.0018288,0.494893,0.539499,0.1104695,0.651592,0.0623491,0.209019,0.433999,0.98631,1
0.0174997,0.622614,0.554041,0.0933178,0.687692,0.0650023,0.249664,0.351691,0.995917,1
0.0291255,0.371084,0.382497,0.1231587,0.334961,0.0653718,0.182766,0.321677,0.661861,1
0.0084635,0.164387,0.762461,0.185148,0.139426,0.0657031,0.185098,0.384064,0.552712,1
0.0020698,0.443098,0.568136,0.1438547,0.334961,0.0666267,0.234934,0.406967,0.738078,1
0.0394891,0.283077,0.825386,0.0904893,0.119426,0.0669899,0.189855,0.228278,0.619048,0
0.002371,0.578424,0.203093,0.1370886,0.651592,0.0677798,0.269517,0.43015,0.994185,1
0.0001438,0.412535,0.0478634,0.198312,0.845978,0.0691462,0.227646,0.484156,0.612612,0
0.0014348,0.226137,0.166315,0.0917513,0.844665,0.0699775,0.324088,0.337,0.355315,0
0.0205528,0.788782,0.209976,0.160389,0.865978,0.0721375,0.182773,0.445332,0.46789,1
0.0030959,0.430232,0.426665,0.1112358,0.334961,0.0772842,0.199014,0.223149,0.73453,1
0.0017583,0.655227,0.247833,0.1151629,0.1115633,0.0779308,0.235098,0.413872,0.856011,1
0.0021389,0.578424,0.334448,0.1308954,0.651592,0.0781665,0.240838,0.305197,0.995286,1
0.0010203,0.456697,0.250819,0.1048911,0.40425,0.0819796,0.209587,0.422249,0.869583,1
0.000651,0.453634,0.151177,0.1232445,0.865978,0.0833965,0.240758,0.437229,0.73398,1
0.010802,0.362943,0.182087,0.1183013,0.350882,0.0842278,0.187274,0.37383,0.693473,1
0,0.407899,0.401627,0.227513,0.334961,0.0858459,0.180881,0.232204,0.739354,1
0.0141221,0.458615,0.675525,0.205454,0.865978,0.0864516,0.202161,0.238099,0.666694,1
0.0119582,0.388456,0.288359,0.1375367,0.139426,0.0867632,0.204918,0.391582,0.725529,1
0.0322266,0.514752,0.487239,0.1032667,0.334961,0.0868205,0.199944,0.392018,0.739454,1
0.0036401,0.432262,0.425896,0.1272305,0.334961,0.0896107,0.219636,0.413697,0.736378,1
0.0003536,0.351158,0.102966,0.167444,0.651592,0.0917548,0.278398,0.196368,0.836135,1
0.000244,0.538642,0.112755,0.1317424,0.687692,0.0936718,0.20199,0.415106,1.007448,1
0.0018921,0.493766,0.0682939,0.179641,0.865978,0.0944553,0.310001,0.445421,0.810804,1
0.0013113,0.421184,0.503428,0.1474003,0.334961,0.0949617,0.208415,0.40745,0.737998,1
0.006889,0.639839,0.281145,0.152279,0.865978,0.0997941,0.214307,0.391004,0.644648,1
0.000752,0.598444,0.13045,0.134019,0.865978,0.1088112,0.197563,0.379465,0.65363,1
0.0027437,0.372277,0.246604,0.27736,0.865978,0.111024,0.230692,0.274494,0.707022,1
0.0096605,0.543234,0.0911052,0.230142,0.865978,0.111547,0.208419,0.242842,0.811993,1
0.0001143,0.554291,0.327566,0.1095671,0.651592,0.114283,0.188464,0.243475,0.97846,1
0.0002221,0.561506,0.0510246,0.824394,1.019924,0.116783,0.308311,0.577103,0.325671,1
0.0047354,0.390668,0.359695,0.1232414,0.350882,0.117073,0.197093,0.388998,0.709131,1
0.0058307,0.438725,0.507191,0.0636015,0.40425,0.1182106,0.45539,0.231273,0.877574,1
0.0067282,0.407899,0.266397,0.1495651,0.334961,0.119589,0.246106,0.227618,0.739636,1
0.0229895,0.58901,0.604484,0.092566,0.687692,0.122548,0.141184,0.280243,1.01469,1
0.0302869,0.421788,0.88166,0.0926148,0.651592,0.126893,0.149863,0.275335,0.887779,1
0.0005908,0.543234,0.389582,0.27962,0.865978,0.128899,0.26935,0.449325,0.8117,1
0.006809,0.380843,0.294682,0.1458729,0.350882,0.139337,0.300379,0.385026,0.723672,1
0.0007318,0.442364,0.466236,0.241204,1.019924,0.142009,0.204188,0.5677,0.326683,1
0.0119911,0.602911,0.483153,0.1439487,0.334961,0.146654,0.200323,0.429945,0.490322,1
0.0007759,0.49136,0.346291,0.437994,0.844665,0.149695,0.249907,0.32936,0.36702,1
0.0142296,0.375186,0.274212,0.1304881,0.350882,0.167952,0.340452,0.380222,0.738019,1
0.0245352,0.78118,0.569634,0.0805674,0.1115633,0.211611,0.144538,0.331702,0.776154,1
